"License Number","Business Name","DBA/Trade Name","Business Unique ID","Business Category","License Type","License Status","Initial Issuance Date","Expiration Date","Details","Contact Phone","Address Type","Building Number","Street1","Street2","Street3","Unit Type","Apt/Suite","City","State","ZIP Code","Borough","Community Board","Council District","BIN","BBL","NTA","Census Block (2010)","Census Tract (2010)","Latitude","Longitude"
"2055229-DCA","LISA COLEMAN",,"BA-1354494-2022","Sightseeing Guide","Individual","Active","07/03/2017","03/31/2026",,,,,,,,,,"NORFOLK","VA","23503",,,,,,,,,,
"2018664-DCA","JONATHAN WHITE",,"BA-1357101-2022","Sightseeing Guide","Individual","Expired","02/25/2015","03/31/2024",,,,,,,,,,"RICHMOND HILL","NY","11418",,,,,,,,,,
"2084494-DCA","JOSEPH LAROCCA",,"BA-1357496-2022","Sightseeing Guide","Individual","Active","04/11/2019","03/31/2026",,,,,,,,,,"NEW YORK","NY","10282",,,,,,,,,,
"2102693-DCA","Elite Concrete Pumping Corp",,"BA-1213334-2022","Home Improvement Contractor","Premises","Expired","11/18/2021","02/28/2023",,"6463615682","Complete Address","10664","RUSCOE ST",,,"FL","1","JAMAICA","NY","11433","Queens","412","27","4218504","4102520050","QN01","1000","414","40.70202","-73.779679"
"2110003-DCA","JACQUELINE DEVINO",,"BA-1358825-2022","Sightseeing Guide","Individual","Active","11/29/2022","03/31/2026",,,,,,,,,,"WEST CHESTER","PA","19380",,,,,,,,,,
"2112853-DCA","Samuel Furnival",,"BA-1576794-2023","Sightseeing Guide","Individual","Active","04/27/2023","03/31/2026",,,,,,,,,,"NEW YORK","NY","10024",,,,,,,,,,
"2082738-DCA","HELLURA LYLE",,"BA-1359382-2022","Sightseeing Guide","Individual","Active","03/01/2019","03/31/2026",,,,,,,,,,"NEW YORK","NY","10037",,,,,,,,,,
"2119836-DCWP","Wael Gamal-Eldin",,"BA-1688949-2024","Pedicab Driver","Individual","Expired","03/19/2024","04/30/2025",,,,,,,,,,"ASTORIA","NY","11106",,,,,,,,,,
"2109458-DCA","FORDHAM MINI MALL INC",,"BA-1239418-2022","Electronic & Home Appliance Service Dealer","Premises","Active","10/21/2022","06/30/2026",,"3476157981","Complete Address","62","W FORDHAM RD",,,,,"BRONX","NY","10468","Bronx","207","14","2014615","2032120072","BX30","4000","253","40.86273","-73.903772"
"2102344-DCA","JOSEPHINE ALTUCHER",,"BA-1361862-2022","Sightseeing Guide","Individual","Expired","10/28/2021","03/31/2024",,,,,,,,,,"NEW YORK","NY","10031",,,,,,,,,,
"2030860-DCA","DACOSTA, MICHAEL","MIKE'S TOWING","BA-1170744-2022","Booting Company","Premises","Ready for Renewal","11/27/2015","12/31/2025",,"7182912992","Complete Address","11545","MERRICK BLVD",,,,,"JAMAICA","NY","11434","Queens","412","27","4268723","4124020007","QN08","1012","432","40.68888","-73.777072"
"2105066-DCA","Stennett, Andrain","DRAI'S CONTRACTING","BA-1549193-2022","Home Improvement Contractor","Premises","Expired","04/06/2022","02/28/2023",,"347-935-4054","Complete Address","2008","SEAGIRT BLVD",,,"APT","2F","FAR ROCKAWAY","NY","11691","Queens","414","31","4440805","4157800100","QN15","4000","99801","40.59518","-73.754930"
"1404910-DCA","DSR HOME EXPO INC.",,"BA-1227780-2022","Home Improvement Contractor","Premises","Active","08/19/2011","02/28/2027",,"3478650474","Complete Address","10733","117TH ST",,,,,"S RICHMOND HL","NY","11419","Queens","410","28","4205390","4095970062","QN55","2002","106","40.68354","-73.824762"
"0511704-DCA","SAINT VINCENT DE PAUL SOCIETY OF INCARNATION CHURCH","JAMAICA HALL INC","BA-1350012-2022","Bingo Game Operator","Premises","Expired","12/31/1900","12/18/2100",,,"Complete Address","14601","91ST AVE",,,,,"JAMAICA","NY","11435","Queens","412","27","4213889","4099870001","QN61","1004","212","40.70108","-73.808729"
"0777831-DCA","AMIR MATITYHOU",,"BA-1110276-2022","Locksmith","Individual","Active","07/09/2003","05/31/2027",,,,,,,,,,"NEW YORK","NY","10003",,,,,,,,,,
"2105495-DCA","JOHN GIVENS",,"BA-1364118-2022","Process Server Individual","Individual","Expired","04/22/2022","02/28/2024",,,,,,,,,,"SUFFERN","NY","10901",,,,,,,,,,
"2030427-2-DCA","THE BROTHERS GOURMET DELI INC",,"BA-1541756-2022","Tobacco Retail Dealer","Premises","Expired","11/13/2015","12/31/2022",,"212-234-2727","Complete Address","2480","F DOUGLASS BLVD",,,"FRNT","2","NEW YORK","NY","10027","Manhattan","110","9","1084049","1019380001","MN03","3001","226","40.81494","-73.947670"
"2067680-DCA","TEITELBAUMS 1, INC.",,"BA-1554338-2022","Industrial Laundry","Premises","Ready for Renewal","03/13/2018","12/31/2025",,"7184827555","Complete Address","3545","35TH ST",,,,,"LONG ISLAND CITY","NY","11106","Queens","401","26","4009591","4006390004","QN70","3002","57","40.75591","-73.925872"
"1142038-DCA","James Staal",,"BA-1368941-2022","Sightseeing Guide","Individual","Active","06/06/2003","03/31/2026",,,,,,,,,,"BRONX","NY","10473",,,,,,,,,,
"2081961-1-DCA","Q & Y INC",,"BA-1618065-2023","Tobacco Retail Dealer","Premises","Ready for Renewal","02/05/2019","12/31/2025",,"7188727804","Complete Address","122","AVENUE S",,,,,"BROOKLYN","NY","11223","Brooklyn","312","39","3125958","3053700009","BK41","1002","486","40.64036","-73.978564"
"2093241-DCA","CREACONS & SONS CORP.",,"BA-1199614-2022","Home Improvement Contractor","Premises","Active","12/27/2019","02/28/2027",,"347-661-7136","Complete Address","232","CLAY PITTS RD",,,,,"EAST NORTHPORT","NY","11731","Outside NYC",,,,,,,,,
"2118156-DCWP","Erdem Sambuev",,"BA-1680226-2023","Pedicab Driver","Individual","Expired","12/08/2023","04/30/2024",,,,,,,,,,"BROOKLYN","NY","11214",,,,,,,,,,
"2089826-DCA","SMART CHOICE COMMUNICATIONS GROUP, INC.",,"BA-1537536-2022","Secondhand Dealer - General","Premises","Active","08/21/2019","07/31/2027",,"718 666 6408","Complete Address","6902","MYRTLE AVENUE",,,,,"GLENDALE","NY","11385","Queens","405","32","4458420","4037040011","QN19","2002","629","40.70179","-73.882632"
"2099546-DCA","Malik General Contracting Corp",,"BA-1453636-2022","Home Improvement Contractor","Premises","Expired","06/18/2021","02/28/2023",,"5168007379","Complete Address","1491","SHORE PARKWAY",,,"UNIT","3","BROOKLYN","NY","11214","Brooklyn","311","47","3329069","3064890001","BK27","1000","286","40.59780","-74.004487"
"2127351-DCWP","BERNALDO SUAREZ",,"BA-1699103-2024","Tow Truck Driver","Individual","Active","03/21/2025","10/31/2026",,,,,,,,,,"NEW YORK","NY","10010",,,,,,,,,,
"2003707-DCA","FIVE STAR AUTO GROUP, INC.",,"BA-1191268-2022","Secondhand Dealer - Auto","Premises","Active","02/20/2014","07/31/2027",,"(718) 335-1555","Complete Address","9907","ROOSEVELT AVE",,,,,"CORONA","NY","11368","Queens","403","21","4620264","4017650044","QN26","3001","407","40.74951","-73.866199"
"2104944-DCA","GLORY HOME KITCHEN AND BATH INC.",,"BA-1322013-2022","Home Improvement Contractor","Premises","Expired","04/01/2022","02/28/2023",,"7188668515","Complete Address","18808","NORTHERN BOULEVARD",,,,,"FLUSHING","NY","11358","Queens","411","19","4124314","4055120035","QN48","1001","1459","40.75775","-73.792842"
"2125854-DCWP","ACE 1 CONSTRUCTION CORP.",,"BA-1701420-2024","Home Improvement Contractor","Premises","Active","12/19/2024","02/28/2027",,"5165632262","Complete Address","471","BEECH ST",,,,,"NEW HYDE PARK","NY","11040",,,,,,,,,"40.74068","-73.686009"
"1279602-DCA","YOUGIE IRON WORKS INC.",,"BA-1538592-2022","Home Improvement Contractor","Premises","Active","03/17/2008","02/28/2027",,"7184052805","Complete Address","3458","OLINVILLE AVE",,,,,"BRONX","NY","10467","Bronx","212","12","2056960","2046280021","BX44","2002","374","40.87676","-73.868080"
"2079006-1-DCA","TITA MINI MARKET #2 CORP",,"BA-1550626-2022","Tobacco Retail Dealer","Premises","Expired","10/11/2018","12/31/2023",,"6466423084","Complete Address","137","EAST GUN HILL ROAD",,,,,"BRONX","NY","10467","Bronx","207","11","2017801","2033280064","BX43","7000","431","40.88126","-73.878826"
"2094425-DCA","MARINO, TADDO","Triboro Contracting","BA-1384548-2022","Home Improvement Contractor","Premises","Expired","02/11/2020","02/28/2023",,"6465794549","Complete Address","287","LAMPORT BLVD",,,"APT","2","STATEN ISLAND","NY","10305","Staten Island","502","50","5047867","5032540045","SI36","4007","70","40.59176","-74.075372"
"1456445-DCA","READY TEDDY MAINTENANCE AND CONSTRUCTION, INC.",,"BA-1530258-2022","Home Improvement Contractor","Premises","Expired","02/12/2013","02/28/2023",,"3474752322","Complete Address","12036","194TH ST",,,,,"SAINT ALBANS","NY","11412","Queens","412","27","4536291","4126750023","QN08","3003","376","40.68775","-73.754734"
"2115357-DCWP","STEPBACKSTUDIO LLC",,"BA-1525798-2022","Secondhand Dealer - General","Premises","Voided","07/26/2023",,,"(917) 854-2593","Complete Address","3802","61ST ST",,,,,"WOODSIDE","NY","11377","Queens","402","26","4027777","4012150011","QN63","1011","259","40.74760","-73.902509"
"2036593-DCA","RELIABLE GENERAL CONSTRUCTION, INC.",,"BA-1537212-2022","Home Improvement Contractor","Premises","Active","04/26/2016","02/28/2027",,"2674745283","Complete Address","5926","164TH ST",,,,,"FRESH MEADOWS","NY","11365","Queens","407","20","4146614","4067410046","QN62","1007","1215","40.73981","-73.804605"
"1080434-DCA","89-02 FOOD CORP.","TRADE FAIR","BA-1109175-2022","Stoop Line Stand","Premises","Active","08/26/2009","03/31/2026","Product Category: Fruits, Vegetables, Flowers, Soft Drinks, Confectionary and Ice Cream; 4 foot stands: 0; 5 foot stands: 20; 5-10 foot stands: 0","7187212437","Complete Address","8902","37TH AVE",,,,,"JACKSON HEIGHTS","NY","11372","Queens","403","21","4036316","4014770001","QN28","4001","277","40.75044","-73.877649"
"1317869-DCA","CTW APPLIANCE INC.",,"BA-1222705-2022","Electronics Store","Premises","Active","04/16/2009","12/31/2026",,"7183823370","Complete Address","1705","AVENUE U",,,,,"BROOKLYN","NY","11229","Brooklyn","315","48","3198202","3073220047","BK44","1000","580","40.59906","-73.954343"
"2108256-DCA","ITRIBUTE, INC","ACE'S HOME REPAIR","BA-1339481-2022","Home Improvement Contractor","Premises","Active","08/18/2022","02/28/2027",,"9177149432","Complete Address","29","E 4TH ST",,,,,"BROOKLYN","NY","11218","Brooklyn","307","39","3122446","3052730064","BK40","1001","1502","40.65190","-73.978063"
"2098513-DCA","DONG GUK KU","IMAZICK","BA-1192974-2022","Home Improvement Contractor","Premises","Expired","04/29/2021","02/28/2023",,"2034180100","Complete Address","6268","AUSTIN ST",,,,,"REGO PARK","NY","11374","Queens","406","29","4072753","4031020025","QN18","2000","695","40.72884","-73.868127"
"2103189-DCA","REMO CONSULTANTS LLC",,"BA-1553587-2022","Home Improvement Contractor","Premises","Expired","12/20/2021","02/28/2023",,,"Complete Address","2719","AVENUE M",,,,,"BROOKLYN","NY","11210","Brooklyn","314","45","3209426","3076450003","BK43","2002","748","40.61933","-73.948112"
"2070475-1-DCA","AZIZ DELI & GRILL CORP",,"BA-1113223-2022","Tobacco Retail Dealer","Premises","Ready for Renewal","05/03/2018","12/31/2025",,"347712326","Complete Address","10302","LIBERTY AVENUE",,,,,"OZONE PARK","NY","11417","Queens","410","28","4202014","4095240001","QN55","1002","94","40.68171","-73.837657"
"2129088-DCWP","DIVINE REDEEMER DELI CORPORATION",,"BA-1726693-2025","Stoop Line Stand","Premises","Active","06/02/2025","03/31/2026","Product Category: Fruits, Vegetables, Soft Drinks PLUS any of these additional types of products: Flowers, Confectionery, Ice Cream or Ices; 4 foot stands: 0; 5 foot stands: 2; 5-10 foot stands: 0","7183162986","Complete Address","716","KNICKERBOCKER AVE",,,,,"BROOKLYN","NY","11221","Brooklyn","304","37","3077994","3033910028","BK77","3001","437","40.69419","-73.910250"
"0963795-DCA","LATYR GUEYE",,"BA-1337914-2022","General Vendor","Individual","Ready for Renewal","09/13/2006","09/30/2025","Vendor Type: General Vendor (White)",,,,,,,,,"NEW YORK","NY","10019",,,,,,,,,,
"1418775-DCA","EAST 54TH OPERATING LLC",,"BA-1170823-2022","Garage & Parking Lot","Premises","Surrendered","02/06/2012","03/31/2025","Vehicle Capacity: 178; Bicycle Capacity: 12","6469644323","Complete Address","245","EAST   54 STREET",,,,,"NEW YORK","NY","10022","Manhattan","106","4","1038575","1013280021","MN19","7002","108","40.75790","-73.967893"
"2124420-DCWP","U.S. Service Holdings, Inc.",,"BA-1699328-2024","Home Improvement Contractor","Premises","Active","09/23/2024","02/28/2027",,"9086332333","Complete Address","51","SUTTONS LN",,,,,"PISCATAWAY","NJ","08854",,,,,,,,,,
"2130036-DCWP","DYLIANY DELEON",,"BA-1739864-2025","Ticket Seller Individual","Individual","Failed to Renew","07/21/2025","07/31/2025",,,,,,,,,,"MONROE TOWNSHIP","NJ","08831",,,,,,,,,,
"0840647-DCA","JESUS A MARTINEZ",,"BA-1303701-2022","Tow Truck Driver","Individual","Active","01/03/2007","10/31/2026",,,,,,,,,,"BRONX","NY","10455",,,,,,,,,,
"1339818-DCA","DELAGE JEWELRY CORP.",,"BA-1217108-2022","Secondhand Dealer - General","Premises","Active","11/27/2009","07/31/2027",,"2127194070","Complete Address","62","W 47TH ST",,,"STE","1103","NEW YORK","NY","10036","Manhattan","105","4","1034356","1012627501","MN17","1003","96","40.75745","-73.980469"
"2010680-DCA","AUTOMATED COLLECTION SERVICES, INC.",,"BA-1568136-2023","Debt Collection Agency","Premises","Active","07/15/2014","01/31/2027",,"6153618809","Complete Address","12415","BLVD DE LAS AMERICAS",,,"UNIT",,"TIJUANA, BAJA CALIFORNIA","Outside USA","22424",,,,,,,,,,
"2129908-DCWP","KM GREEN MARKET INC.",,"BA-1735913-2025","Stoop Line Stand","Premises","Active","07/11/2025","03/31/2026","Product Category: Fruits, Vegetables, Soft Drinks only; 4 foot stands: 0; 5 foot stands: 0; 5-10 foot stands: 5","7186554197","Complete Address","2228","WHITE PLAINS RD",,,,,"BRONX","NY","10467","Bronx","211","13","2098293","2043430005","BX07","3003","330","40.85843","-73.867556"
"2128489-DCWP","LRR Holdings LLC",,"BA-1729735-2025","Hotel","Premises","Active","05/15/2025","09/30/2026",,"2016944652","Complete Address","320","W 36TH ST",,,,,"NEW YORK","NY","10018","Manhattan","104","3","1090332","1007590055","MN13","1002","111","40.75382","-73.993362"
"2109583-DCA","SERRANO'S MASONRY LLC",,"BA-1536988-2022","Home Improvement Contractor","Premises","Active","10/28/2022","02/28/2027",,"3473302307","Complete Address","764","BROADWAY",,,,,"BAYONNE","NJ","07002","Outside NYC",,,,,,,,,
"0826899-DCA","EDWIN TULIER",,"BA-1582576-2023","Locksmith","Individual","Expired","10/07/1999","05/31/2025",,,,,,,,,,"NORLINA","NC","27563",,,,,,,,,,
"2046308-DCA","Sandy Saleh",,"BA-1598451-2023","Locksmith","Individual","Active","12/08/2016","05/31/2027",,,,,,,,,,"BALDWIN","NY","11510",,,,,,,,,,
"1399021-DCA","T-MOBILE NORTHEAST LLC","T-Mobile 4110","BA-1575151-2023","Electronics Store","Premises","Active","07/05/2011","12/31/2026",,"(425) 279-4550","Complete Address","30","E 14TH ST",,,,,"NEW YORK","NY","10003","Manhattan","102","2","1009396","1005710018","MN23","1000","61","40.73542","-73.992242"
"1313397-DCA","PARK KWIK LLC",,"BA-1442496-2022","Garage & Parking Lot","Premises","Active","04/06/2009","03/31/2027","Vehicle Capacity: 150; Bicycle Capacity: 16","7182222500","Complete Address","20","JAY STREET",,,,,"BROOKLYN","NY","11201","Brooklyn","302","33","3000010","3000190001","BK38","2003","21","40.70431","-73.986587"
"2046953-DCA","AT&T MOBILITY SUPPLY, LLC","AT&T MOBILITY","BA-1087168-2022","Electronics Store","Premises","Surrendered","01/03/2017","12/31/2024",,"5616273365","Complete Address","532","BROADWAY",,,"FRNT","B","NEW YORK","NY","10012","Manhattan","102","1","1007560","1004970001","MN24","3004","43","40.72325","-73.998611"
"1416903-DCA","PLATHO DELI GROCERY, INC.",,"BA-1382971-2022","Tobacco Retail Dealer","Premises","Ready for Renewal","01/12/2012","12/31/2025",,"347-432-2114","Complete Address","5380","65TH PL",,,,,"MASPETH","NY","11378","Queens","405","30","4054792","4023740199","QN30","2003","515","40.72917","-73.900245"
"2010408-DCA","GUO MEI CONSTRUCTION INC",,"BA-1329577-2022","Home Improvement Contractor","Premises","Active","07/07/2014","02/28/2027",,"3479446866","Complete Address",,"MAIN STREET",,,"APT","D55","FLUSHING","NY","11355","Queens",,,,,,,,,
"2024153-DCA","SHEKO INC",,"BA-1536800-2022","Home Improvement Contractor","Premises","Active","06/11/2015","02/28/2027",,"3475151296","Complete Address","172","EAST   91 STREET",,,,,"NEW YORK","NY","10128","Manhattan","108","5","1048267","1015190040","MN40","1000","14802","40.78221","-73.952148"
"1254937-DCA","INTERCONTINENT, INC.",,"BA-1321687-2022","Home Improvement Contractor","Premises","Expired","05/14/2007","02/28/2023",,"5163597159","Complete Address","4402","23RD ST",,,"STE","117","LONG IS CITY","NY","11101","Queens","402","26","4005192","4004390039","QN31","1043","19","40.74891","-73.944380"
"1461811-DCA","ROMANOWSKI, CHESTER",,"BA-1516779-2022","Home Improvement Contractor","Premises","Expired","04/05/2013","02/28/2023",,"3472663326","Complete Address","9627","LINDEN BLVD",,,"STE","A","OZONE PARK","NY","11417","Queens","410","32","4248151","4114970165","QN56","2008","86","40.67398","-73.839694"
"1464804-DCA","NATHALIE FRANCOIS",,"BA-1405673-2022","Sightseeing Guide","Individual","Active","05/13/2013","03/31/2026",,,,,,,,,,"NEW YORK","NY","10033",,,,,,,,,,
"2108327-DCA","JUAN NAVARRO",,"BA-1321624-2022","General Vendor","Individual","Active","08/23/2022","09/30/2027","Vendor Type: Citywide Specialized Vendor (Yellow)",,,,,,,,,"BRONX","NY","10467",,,,,,,,,,
"2127638-DCWP","EZ FIX CONSTRUCTION LLC",,"BA-1723541-2025","Home Improvement Contractor","Premises","Active","04/07/2025","02/28/2027",,"7188800360","Complete Address","51","CLIFTON PL",,,"APT","4D","BROOKLYN","NY","11238","Brooklyn","302","35","3055608","3019480063","BK69","1000","231","40.68792","-73.961952"
"2102370-DCA","Oflynn Painting Inc.",,"BA-1433338-2022","Home Improvement Contractor","Premises","Active","10/29/2021","02/28/2027",,"9148827595","Complete Address","167","LEE AVE",,,,,"YONKERS","NY","10705","Outside NYC",,,,,,,,,
"2117465-DCWP","FRANK KUFFUOR",,"BA-1069017-2022","Tow Truck Driver","Individual","Expired","10/30/2023","10/31/2024",,,,,,,,,,"BRENTWOOD","NY","11717",,,,,,,,,,
"2091575-DCA","GHULAM NABI",,"BA-1330157-2022","Tow Truck Driver","Individual","Expired","10/21/2019","10/31/2024",,,,,,,,,,"JAMAICA","NY","11432",,,,,,,,,,
"0776998-DCA","PATRICK CASSIERE",,"BA-1406916-2022","Locksmith","Individual","Expired","05/15/2003","05/31/2023",,,,,,,,,,"BRONX","NY","10471",,,,,,,,,,
"2130375-DCWP","WELLCARE EQUIPMENT INC.",,"BA-1742539-2025","Dealer In Products For The Disabled","Premises","Active","08/06/2025","03/15/2027",,"(347) 507-6577","Complete Address","16216","UNION TPKE",,,,,"FRESH MEADOWS","NY","11366","Queens","408","24","4148494","4068570053","QN38","2000","1265","40.72116","-73.805363"
"1445315-DCA","EVERLASTING CONSTRUCTION INC.",,"BA-1568968-2023","Home Improvement Contractor","Premises","Expired","09/19/2012","02/28/2025",,"3474359395","Complete Address","4541","49TH ST",,,,,"WOODSIDE","NY","11377","Queens","402","26","4052816","4022820003","QN31","2001","235","40.74188","-73.916090"
"2114926-DCA","BIG APPLE REPAIR LLC",,"BA-1599889-2023","Electronic & Home Appliance Service Dealer","Premises","Expired","07/07/2023","06/30/2024",,"9342343254","Complete Address","1277","BAY RIDGE AVE",,,,,"BROOKLYN","NY","11219","Brooklyn","310","43","3143203","3057740037","BK30","3001","196","40.62409","-74.004525"
"2121961-DCWP","RELIABLE LUXURY CONTRACTOR INC.",,"BA-1696914-2024","Home Improvement Contractor","Premises","Active","06/04/2024","02/28/2027",,"9179304054","Complete Address","1099","LITTLE EAST NECK RD",,,,,"WEST BABYLON","NY","11704",,,,,,,,,"40.72709","-73.361271"
"2093914-DCA","2nd Street USA Inc.",,"BA-1598668-2023","Secondhand Dealer - General","Premises","Active","01/27/2020","07/31/2027",,"4242640662","Complete Address","712","Broadway",,,,,"New York","NY","10003","Manhattan","102","2","1082384","1005450008","MN23","2003","57","40.72887","-73.993852"
"2117239-DCWP","500 WEST 43RD ST. GARAGE, LLC",,"BA-1635632-2023","Garage & Parking Lot","Premises","Active","10/18/2023","03/31/2027","Vehicle Capacity: 99; Bicycle Capacity: 10","6463681436","Complete Address","500","W 43RD ST",,,,,"NEW YORK","NY","10036","Manhattan","104","3","1076215","1010717501","MN15","2011","129","40.76033","-73.995076"
