Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
236,905426060,30,Rl,85.0,10625,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Alq,108.0,Unf,0.0,350.0,458.0,Gasa,Fa,No,Sbrkr,835,0,0,835,0.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Basment,1920.0,Unf,1.0,366.0,Fa,Ta,Yes,0,0,77,0,0,0,Nan,Nan,Shed,400,5,2010,Cod,Abnorml,83000
237,905426200,20,Rl,65.0,11479,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,Compshg,Wd Sdng,Plywood,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Glq,104.0,Rec,387.0,172.0,663.0,Gasa,Ex,Yes,Sbrkr,1074,0,0,1074,1.0,0.0,1,0,3,1,Gd,6,Typ,1,Ta,Attchd,1987.0,Unf,1.0,467.0,Ta,Ta,Yes,0,52,52,0,0,0,Nan,Mnprv,Nan,0,6,2010,Wd,Normal,144500
238,905451320,20,Rl,68.0,9571,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Av,Blq,739.0,Unf,0.0,405.0,1144.0,Gasa,Ta,Yes,Sbrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Attchd,1956.0,Unf,1.0,596.0,Ta,Ta,Yes,44,0,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,129000
239,905452110,50,Rl,50.0,9350,Pave,Nan,Reg,Bnk,Allpub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1947,1979,Gable,Compshg,Wdshing,Wd Shng,Nan,0.0,Ta,Ta,Cblock,Ta,Fa,No,Lwq,192.0,Unf,0.0,564.0,756.0,Gasa,Ex,Yes,Sbrkr,1169,0,362,1531,0.0,0.0,1,0,3,1,Ta,8,Typ,1,Ta,Detchd,1947.0,Unf,1.0,209.0,Fa,Ta,Yes,0,0,0,0,0,0,Nan,Mnprv,Nan,0,6,2010,Wd,Normal,127000
240,905452160,20,Rl,75.0,9525,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,Compshg,Wdshing,Wd Shng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Av,Blq,954.0,Unf,0.0,218.0,1172.0,Gasa,Ta,Yes,Sbrkr,1172,0,0,1172,1.0,0.0,1,0,3,1,Ta,5,Typ,0,Nan,Attchd,1954.0,Fin,1.0,366.0,Ta,Ta,Yes,240,0,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,128000
241,905453040,20,Rl,83.0,10420,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,Mn,Glq,36.0,Unf,0.0,1176.0,1212.0,Gasa,Ex,Yes,Sbrkr,1212,0,0,1212,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Nan,Attchd,2009.0,Rfn,2.0,460.0,Ta,Ta,Yes,100,22,0,0,0,0,Nan,Nan,Nan,0,3,2010,Wd,Normal,186000
242,905453080,20,Rl,44.0,17485,Pave,Nan,Ir2,Lvl,Allpub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,Compshg,Vinylsd,Vinylsd,Stone,96.0,Gd,Ta,Pconc,Gd,Ta,Gd,Glq,1346.0,Unf,0.0,162.0,1508.0,Gasa,Ex,Yes,Sbrkr,1508,0,0,1508,1.0,0.0,1,0,1,1,Gd,5,Typ,2,Ta,Attchd,2009.0,Rfn,2.0,572.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,1,2010,Con,Partial,308030
243,905475510,20,Rl,,11200,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Fa,Cblock,Ta,Ta,Mn,Unf,0.0,Unf,0.0,1250.0,1250.0,Gasa,Ex,Yes,Sbrkr,1298,0,0,1298,0.0,0.0,2,0,3,1,Ta,5,Typ,0,Nan,Detchd,1964.0,Unf,2.0,504.0,Ta,Fa,No,0,144,0,0,0,0,Nan,Nan,Nan,0,6,2010,Cod,Normal,114000
244,905478190,20,Rl,60.0,11100,Pave,Nan,Reg,Low,Allpub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Cblock,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Gasa,Ex,Yes,Sbrkr,930,0,0,930,0.0,0.0,1,0,2,1,Gd,6,Typ,0,Nan,Detchd,1946.0,Unf,1.0,308.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Abnorml,84900
245,906201030,60,Rl,77.0,9206,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,Compshg,Hdboard,Hdboard,Brkface,336.0,Gd,Ta,Cblock,Gd,Ta,No,Unf,0.0,Unf,0.0,741.0,741.0,Gasa,Ta,Yes,Sbrkr,977,755,0,1732,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Ta,Attchd,1985.0,Fin,2.0,476.0,Ta,Ta,Yes,192,46,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,178000
246,906201120,20,Rl,83.0,11980,Pave,Nan,Reg,Low,Allpub,Inside,Mod,Sawyerw,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,Compshg,Plywood,Plywood,Brkface,177.0,Gd,Ta,Cblock,Gd,Ta,Gd,Glq,1433.0,Unf,0.0,0.0,1433.0,Gasa,Ex,Yes,Sbrkr,1433,0,0,1433,1.0,0.0,1,1,1,1,Gd,4,Typ,2,Ta,Attchd,1987.0,Rfn,2.0,528.0,Gd,Gd,Yes,0,278,0,0,266,0,Nan,Mnprv,Nan,0,6,2010,Wd,Normal,270000
247,906204230,60,Rl,87.0,12361,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Sawyerw,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,Compshg,Vinylsd,Vinylsd,Brkface,85.0,Gd,Gd,Pconc,Gd,Ta,No,Glq,860.0,Unf,0.0,86.0,946.0,Gasa,Ex,Yes,Sbrkr,964,838,0,1802,0.0,1.0,2,1,3,1,Gd,8,Typ,1,Gd,2Types,2000.0,Rfn,4.0,1017.0,Ta,Ta,Yes,450,92,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,218000
248,906223090,60,Rl,80.0,9938,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,Compshg,Metalsd,Metalsd,Brkface,246.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,750.0,Unf,0.0,300.0,1050.0,Gasa,Ex,Yes,Sbrkr,1062,887,0,1949,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Ta,Attchd,1993.0,Fin,2.0,574.0,Ta,Ta,Yes,156,90,0,0,0,0,Nan,Gdprv,Nan,0,6,2010,Wd,Normal,236000
249,906225210,85,Rl,73.0,9069,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,1Fam,Sfoyer,6,6,1992,1992,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,Av,Glq,747.0,Unf,0.0,189.0,936.0,Gasa,Ex,Yes,Sbrkr,996,0,0,996,1.0,0.0,1,0,2,1,Gd,5,Typ,0,Nan,Attchd,1992.0,Unf,2.0,564.0,Ta,Ta,Yes,120,0,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,147000
250,906378100,20,Rl,64.0,10475,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Collgcr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,Compshg,Vinylsd,Vinylsd,Stone,72.0,Gd,Ta,Pconc,Gd,Ta,Av,Unf,0.0,Unf,0.0,1694.0,1694.0,Gasa,Ex,Yes,Sbrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Nan,Attchd,2008.0,Rfn,3.0,776.0,Ta,Ta,Yes,160,33,0,0,0,0,Nan,Nan,Nan,0,2,2010,Wd,Normal,245350
251,906380190,20,Rl,64.0,6762,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Collgcr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,Compshg,Vinylsd,Vinylsd,Stone,24.0,Gd,Ta,Pconc,Gd,Ta,Av,Glq,686.0,Unf,0.0,501.0,1187.0,Gasa,Ex,Yes,Sbrkr,1208,0,0,1208,1.0,0.0,2,0,2,1,Gd,6,Typ,0,Nan,Attchd,2006.0,Rfn,2.0,632.0,Ta,Ta,Yes,105,61,0,0,0,0,Nan,Nan,Nan,0,2,2010,Wd,Normal,206000
252,906385010,20,Rl,94.0,10402,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Collgcr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,1226.0,1226.0,Gasa,Ex,Yes,Sbrkr,1226,0,0,1226,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Nan,Attchd,2009.0,Rfn,3.0,740.0,Ta,Ta,Yes,0,36,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,198900
253,906385020,20,Rl,64.0,7360,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Collgcr,Norm,Norm,1Fam,1Story,7,5,2010,2010,Gable,Compshg,Vinylsd,Vinylsd,Stone,80.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,24.0,Unf,0.0,1198.0,1222.0,Gasa,Ex,Yes,Sbrkr,1222,0,0,1222,0.0,0.0,2,0,2,1,Gd,6,Typ,0,Nan,Attchd,2009.0,Rfn,2.0,615.0,Ta,Ta,Yes,0,54,0,0,0,0,Nan,Nan,Nan,0,3,2010,Wd,Normal,187000
254,906402200,60,Rl,90.0,12376,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Sawyerw,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,Compshg,Plywood,Plywood,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,Mn,Glq,1470.0,Unf,0.0,203.0,1673.0,Gasa,Gd,Yes,Sbrkr,1699,1523,0,3222,1.0,0.0,3,0,5,1,Gd,11,Typ,2,Ta,Attchd,1990.0,Unf,3.0,594.0,Ta,Ta,Yes,367,0,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,320000
255,906425045,50,Rl,82.0,14235,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,Compshg,Wd Sdng,Plywood,Nan,0.0,Ta,Ta,Pconc,Fa,Gd,No,Unf,0.0,Unf,0.0,676.0,676.0,Gasa,Ta,Yes,Sbrkr,831,614,0,1445,0.0,0.0,2,0,3,1,Ta,6,Typ,0,Nan,Detchd,1957.0,Unf,2.0,484.0,Ta,Ta,No,0,59,0,0,0,0,Nan,Nan,Nan,0,3,2010,Wd,Normal,138500
256,906477110,80,Rl,80.0,8816,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Clearcr,Norm,Norm,1Fam,Slvl,6,7,1971,1971,Gable,Compshg,Hdboard,Hdboard,Brkface,80.0,Ta,Ta,Cblock,Ta,Ta,Av,Glq,504.0,Unf,0.0,506.0,1010.0,Gasa,Gd,Yes,Sbrkr,1052,0,0,1052,1.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Attchd,1971.0,Unf,2.0,440.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Mnprv,Nan,0,6,2010,Wd,Normal,155000
257,907125090,85,Rl,82.0,11105,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Collgcr,Norm,Norm,1Fam,Sfoyer,5,5,1996,1996,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Gd,Pconc,Gd,Fa,Av,Glq,870.0,Unf,0.0,0.0,870.0,Gasa,Gd,Yes,Sbrkr,965,0,0,965,1.0,0.0,1,0,2,1,Ta,4,Typ,0,Nan,Attchd,1998.0,Unf,2.0,580.0,Gd,Ta,Yes,71,0,0,0,0,0,Nan,Gdprv,Nan,0,7,2010,Wd,Normal,159000
258,907180050,60,Rl,,9337,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Collgcr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,No,Alq,353.0,Unf,0.0,525.0,878.0,Gasa,Ex,Yes,Sbrkr,892,800,0,1692,0.0,0.0,2,1,3,1,Ta,8,Typ,1,Ta,Attchd,1997.0,Rfn,2.0,513.0,Ta,Ta,Yes,0,39,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,191000
259,907185060,60,Rl,70.0,8750,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Collgcr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,Compshg,Vinylsd,Vinylsd,Brkface,116.0,Ta,Ta,Pconc,Gd,Ta,No,Glq,505.0,Unf,0.0,299.0,804.0,Gasa,Ex,Yes,Sbrkr,804,878,0,1682,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Nan,Attchd,1998.0,Rfn,2.0,523.0,Ta,Ta,Yes,0,77,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,200500
260,907200280,20,Rl,38.0,15240,Pave,Nan,Ir1,Lvl,Allpub,Fr2,Gtl,Collgcr,Norm,Norm,1Fam,1Story,5,8,1977,2004,Gable,Compshg,Cemntbd,Cmentbd,Nan,0.0,Gd,Gd,Cblock,Gd,Ta,No,Glq,198.0,Rec,688.0,140.0,1026.0,Gasa,Ex,Yes,Sbrkr,1026,0,0,1026,1.0,0.0,1,1,3,1,Ta,5,Typ,0,Nan,Attchd,1977.0,Unf,1.0,308.0,Ta,Ta,Yes,316,85,0,0,0,0,Nan,Mnprv,Nan,0,6,2010,Wd,Normal,150000
261,907200290,60,Rl,,10900,Pave,Nan,Ir1,Lvl,Allpub,Fr2,Gtl,Collgcr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,Compshg,Hdboard,Hdboard,Brkface,153.0,Ta,Ta,Cblock,Gd,Ta,No,Glq,378.0,Unf,0.0,311.0,689.0,Gasa,Ex,Yes,Sbrkr,689,703,0,1392,0.0,0.0,1,1,3,1,Ta,6,Typ,0,Nan,Attchd,1977.0,Fin,1.0,299.0,Ta,Ta,Yes,0,36,0,0,0,0,Nan,Mnprv,Shed,450,3,2010,Wd,Normal,161750
262,907200340,20,Rl,75.0,10650,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Collgcr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Ta,Cblock,Ta,Gd,Av,Lwq,182.0,Alq,712.0,0.0,894.0,Gasa,Ta,Yes,Sbrkr,894,0,0,894,1.0,0.0,1,0,3,1,Ta,5,Typ,0,Nan,Attchd,1976.0,Unf,1.0,308.0,Ta,Ta,Yes,365,0,0,0,0,0,Nan,Mnprv,Nan,0,2,2010,Wd,Normal,128200
263,907203070,20,Rl,68.0,7480,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Collgcr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Av,Alq,480.0,Unf,0.0,396.0,876.0,Gasa,Ta,Yes,Sbrkr,876,0,0,876,1.0,0.0,1,0,3,1,Ta,5,Typ,0,Nan,Detchd,1977.0,Unf,2.0,484.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Mnprv,Nan,0,6,2010,Wd,Normal,127000
264,907250030,20,Rl,80.0,10389,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Collgcr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,Compshg,Cemntbd,Cmentbd,Brkface,320.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,1682.0,Unf,0.0,296.0,1978.0,Gasa,Ex,Yes,Sbrkr,1978,0,0,1978,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,Rfn,3.0,850.0,Ta,Ta,Yes,188,25,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,318000
265,907252120,20,Rl,,11423,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Collgcr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,Compshg,Vinylsd,Vinylsd,Brkface,479.0,Gd,Ta,Pconc,Gd,Ta,Av,Glq,1358.0,Unf,0.0,223.0,1581.0,Gasa,Ex,Yes,Sbrkr,1601,0,0,1601,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Ta,Attchd,2001.0,Rfn,2.0,670.0,Ta,Ta,Yes,180,0,0,0,0,0,Nan,Mnprv,Shed,2000,5,2010,Wd,Normal,272000
266,907262050,60,Rl,44.0,9548,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Collgcr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,Compshg,Vinylsd,Vinylsd,Brkface,223.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,483.0,Unf,0.0,458.0,941.0,Gasa,Ex,Yes,Sbrkr,941,888,0,1829,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Ta,Attchd,2003.0,Rfn,2.0,613.0,Ta,Ta,Yes,192,39,0,0,0,0,Nan,Nan,Nan,0,1,2010,Wd,Normal,237000
267,907280040,60,Rl,75.0,9375,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Collgcr,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,1040.0,1040.0,Gasa,Ex,Yes,Sbrkr,1044,1054,0,2098,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Ta,Attchd,1997.0,Fin,2.0,621.0,Ta,Ta,Yes,331,38,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,240000
268,907290040,20,Rl,48.0,12137,Pave,Nan,Ir2,Lvl,Allpub,Culdsac,Gtl,Collgcr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,Compshg,Vinylsd,Vinylsd,Brkface,442.0,Ta,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,1649.0,1649.0,Gasa,Ex,Yes,Sbrkr,1661,0,0,1661,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Nan,Attchd,1998.0,Rfn,2.0,598.0,Ta,Ta,Yes,0,34,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,224900
269,907290170,120,Rm,,4435,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Collgcr,Norm,Norm,Twnhse,1Story,6,5,2003,2003,Gable,Compshg,Vinylsd,Vinylsd,Brkface,170.0,Gd,Ta,Pconc,Gd,Ta,Av,Glq,672.0,Unf,0.0,176.0,848.0,Gasa,Ex,Yes,Sbrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,Nan,Attchd,2003.0,Fin,2.0,420.0,Ta,Ta,Yes,140,0,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,143750
270,907290240,120,Rm,,4426,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Collgcr,Norm,Norm,Twnhse,1Story,6,5,2004,2004,Gable,Compshg,Vinylsd,Vinylsd,Brkface,169.0,Gd,Ta,Pconc,Gd,Ta,Av,Glq,662.0,Unf,0.0,186.0,848.0,Gasa,Ex,Yes,Sbrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,0,Nan,Attchd,2004.0,Rfn,2.0,420.0,Ta,Ta,Yes,160,0,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,143000
271,907401090,20,Rl,48.0,10635,Pave,Nan,Ir2,Lvl,Allpub,Fr2,Gtl,Collgcr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,Compshg,Vinylsd,Vinylsd,Brkface,171.0,Gd,Ta,Pconc,Gd,Ta,Av,Blq,370.0,Glq,972.0,315.0,1657.0,Gasa,Ex,Yes,Sbrkr,1668,0,0,1668,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Ta,Attchd,2003.0,Fin,2.0,502.0,Ta,Ta,Yes,0,262,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,232000
272,907410080,20,Rl,70.0,8400,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Collgcr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,Compshg,Vinylsd,Vinylsd,Brkface,109.0,Gd,Ta,Pconc,Gd,Ta,Av,Glq,712.0,Unf,0.0,761.0,1473.0,Gasa,Ex,Yes,Sbrkr,1484,0,0,1484,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Nan,Attchd,2004.0,Rfn,2.0,606.0,Ta,Ta,Yes,0,35,0,144,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,213000
273,907414030,20,Rl,65.0,8773,Pave,Nan,Reg,Lvl,Allpub,Fr2,Gtl,Collgcr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,Compshg,Vinylsd,Vinylsd,Brkface,98.0,Gd,Ta,Pconc,Gd,Ta,Av,Glq,24.0,Unf,0.0,1390.0,1414.0,Gasa,Ex,Yes,Sbrkr,1414,0,0,1414,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Nan,Attchd,2004.0,Rfn,2.0,494.0,Ta,Ta,Yes,132,105,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,185500
274,908102060,30,Rl,67.0,8777,Pave,Nan,Reg,Lvl,Allpub,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Gd,Cblock,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Gasa,Ta,No,Sbrkr,640,0,0,640,0.0,0.0,1,0,2,1,Ta,5,Min1,0,Nan,Detchd,1945.0,Unf,1.0,240.0,Ta,Ta,No,0,0,0,0,0,0,Nan,Nan,Nan,0,4,2010,Conld,Normal,84900
275,908102110,20,Rl,68.0,8842,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Gd,Cblock,Fa,Ta,No,Unf,0.0,Unf,0.0,381.0,381.0,Gasa,Ex,Yes,Sbrkr,992,0,0,992,0.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Detchd,1954.0,Unf,1.0,319.0,Ta,Ta,Yes,60,0,56,0,0,0,Nan,Mnprv,Nan,0,1,2010,Oth,Abnorml,155891
276,908102130,90,Rl,75.0,9825,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1965,1965,Hip,Compshg,Asphshn,Asphshn,Nan,0.0,Ta,Ta,Cblock,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Gasa,Ta,No,Sbrkr,1664,0,0,1664,0.0,0.0,2,0,4,2,Ta,8,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,100000
277,908102170,20,Rl,60.0,10044,Pave,Nan,Ir1,Low,Allpub,Culdsac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Cblock,Gd,Ta,Gd,Alq,1070.0,Unf,0.0,126.0,1196.0,Gasa,Ta,Yes,Sbrkr,1196,0,0,1196,1.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Attchd,1968.0,Rfn,1.0,336.0,Ta,Ta,Yes,257,0,168,0,0,0,Nan,Mnprv,Nan,0,6,2010,Wd,Normal,144000
278,908102300,50,Rl,89.0,11792,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,744.0,744.0,Gasa,Ex,No,Fusef,792,328,0,1120,0.0,0.0,1,0,2,1,Fa,5,Typ,0,Nan,Detchd,1956.0,Unf,2.0,480.0,Ta,Fa,P,0,0,0,0,160,0,Nan,Nan,Nan,0,6,2010,Wd,Abnorml,64000
279,908103350,80,Rl,65.0,6305,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Edwards,Norm,Norm,1Fam,Slvl,6,6,1975,1975,Gable,Compshg,Plywood,Plywood,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Av,Alq,528.0,Unf,0.0,480.0,1008.0,Gasa,Ta,Yes,Sbrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,Ta,5,Typ,1,Fa,Detchd,1975.0,Unf,1.0,352.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,125200
